# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 05:36:43 2017
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,st_dist,st_teff,st_mass,st_rad
651,3658.00000000,4.740000,0.220000,,3.15000,,,51.40,5926.00,1.06,1.36
652,39.47500000,0.228000,0.423000,,5.45000,,,72.78,5688.00,1.02,1.22
653,2.54858000,0.037000,0.029000,,1.87000,,,36.52,5570.00,1.05,0.89
654,1260.00000000,2.198000,0.256000,,3.06000,,,54.91,5317.00,0.89,1.04
655,188.90000000,0.650000,0.290000,,2.25000,,,94.61,,1.01,
656,379.10000000,1.030000,0.280000,,2.25000,,,94.61,,1.01,
657,1770.00000000,3.067000,0.074000,,1.10300,,,81.00,5041.00,1.23,2.39
658,51.64500000,0.292000,0.627000,,1.80000,,,64.60,6068.00,1.24,
659,2473.00000000,3.850000,0.432000,,8.06000,,,64.60,6068.00,1.24,
660,1275.00000000,2.300000,0.820000,,1.11000,,,38.52,6024.00,1.05,1.01
661,3.50926700,0.048200,0.034000,,0.46700,,,28.94,6095.00,1.21,
662,341.70000000,1.073000,0.130000,,1.15000,,,68.70,4917.00,1.41,3.30
663,418.20000000,1.190000,0.100000,,2.51000,,,80.58,6021.00,1.28,1.60
664,3.97100000,0.049000,0.000000,,0.19700,,,59.70,,1.00,
665,415.40000000,1.149000,0.856000,,3.93000,,,184.80,4698.00,1.17,7.47
666,5.73610000,0.061400,0.090000,,0.05000,,,41.27,5370.00,0.93,0.88
667,5.39792000,0.056640,0.058000,,0.02731,,,16.82,5075.00,0.83,0.78
668,15.29900000,0.113400,0.098000,,0.02473,,,16.82,5075.00,0.83,0.78
669,24.45100000,0.155100,0.210000,,0.02026,,,16.82,5075.00,0.83,0.78
670,1966.10000000,3.130000,0.590000,,1.34000,,,48.64,,,
671,111.43570000,0.449000,0.933200,89.320,3.94000,0.980,,29.04,5645.00,0.97,0.98
672,1001.70000000,1.940000,0.526000,,6.86000,,,32.56,5700.00,0.96,0.86
673,184.02000000,0.810000,0.000000,,2.70000,,,88.26,4753.00,2.10,13.00
674,705.00000000,1.650000,0.066000,,1.30000,,,112.23,5112.00,1.06,4.80
675,441.47000000,1.183060,0.162000,90.000,1.68100,,,27.46,6016.00,1.20,
676,220.07800000,0.743450,0.366300,90.000,1.95900,,,27.46,6016.00,1.20,
677,2.98569800,0.040600,0.012000,,0.39800,,,43.53,5454.00,0.90,
678,1313.00000000,2.450000,0.150000,,0.68000,,,52.50,6136.00,1.13,1.19
679,788.00000000,1.520000,0.410000,,0.13200,,,33.96,5186.00,0.76,
680,58.43000000,0.260000,0.110000,90.000,0.01100,,,11.15,4715.00,0.69,
681,227.00000000,0.757000,0.297000,,1.80000,,,44.20,6050.00,1.12,
682,2.13750000,0.035000,0.008000,,1.50000,,,91.16,,1.21,1.22
683,1695.00000000,2.840000,0.150000,,0.92000,,,42.48,5903.00,1.06,1.02
684,1475.00000000,2.860000,0.700000,,7.00000,,,72.57,,,
685,1634.00000000,3.020000,0.723000,,14.20000,,,38.26,,,
686,1270.00000000,2.720000,0.170000,,3.60000,,,169.00,4805.00,1.66,8.80
687,13.48100000,0.117000,0.050000,,12.40000,,,73.58,5770.00,1.12,1.55
688,2754.00000000,3.600000,0.530000,,1.78000,,,18.06,,,
689,3.41486740,0.046910,0.050000,15.000,1.02000,,,74.46,5438.00,1.18,1.94
690,2157.00000000,3.270000,0.241000,,1.78000,,,30.88,,,
691,256.78000000,0.918000,0.673000,,8.44000,,,39.00,6291.00,1.56,
692,49.77000000,0.250000,0.310000,,0.05700,,,22.09,5599.00,0.84,
693,1179.00000000,2.200000,0.120000,,1.11000,,,78.93,5577.00,1.03,1.67
694,325.00000000,0.960000,0.350000,,3.58000,,,32.32,5821.00,1.10,
695,143.58000000,0.477000,0.140000,,0.37000,,,28.90,4995.00,0.70,
696,30.05200000,0.189000,0.200000,,0.70000,,,52.85,5793.00,1.00,1.00
697,192.90000000,0.654000,0.060000,,1.82000,,,52.85,5793.00,1.00,1.00
698,,55.700000,,,5.00000,,,91.57,,1.60,
699,507.00000000,1.510000,0.157000,,1.20000,,,149.03,5002.00,1.58,4.90
700,482.00000000,1.280000,0.110000,,5.01000,,,332.00,4218.00,1.20,20.00
701,4375.00000000,5.200000,0.060000,,4.60000,,,7.56,5312.00,0.95,
702,361.10000000,0.990000,0.030000,,0.90000,,,132.80,5148.00,1.02,4.50
703,647.30000000,1.400000,0.300000,,4.00000,,,221.24,4152.00,0.91,35.00
704,498.90000000,1.300000,0.710000,,0.68000,,,84.03,5770.00,1.31,1.86
705,9.49090000,0.079600,0.063000,89.450,0.02473,0.209,3.35000,21.30,5119.00,0.75,0.70
706,436.90000000,1.230000,0.112000,,1.80000,,,150.38,4992.00,1.30,4.50
707,4951.00000000,5.600000,0.850000,,6.80000,,,42.77,5759.00,1.00,1.00
708,439.30000000,1.105000,0.090000,,0.50200,,,60.46,5272.00,0.93,
709,17.05400000,0.123000,0.070000,,0.07900,,,55.70,4929.00,0.85,0.78
710,868.00000000,2.140000,0.365000,,1.40000,,,130.89,4932.00,1.72,5.40
711,184.20000000,0.810000,0.020000,,8.20000,,,84.60,4780.00,2.10,
712,144.30000000,0.720000,0.090000,,1.98000,,,103.63,4945.00,2.42,11.60
713,499.48000000,1.134000,0.549000,,1.56000,,,56.20,5180.00,0.78,
714,232.08000000,0.706000,0.163000,,2.68000,,,58.60,5530.00,0.87,
715,9.12050000,0.090600,0.205000,88.430,0.03700,0.226,4.17000,55.20,5089.00,0.78,0.72
716,57.43500000,0.250000,0.166000,,0.35000,,,23.80,,,
717,6.67385500,0.069200,0.142700,,3.88000,,,52.88,5485.00,0.99,1.00
718,147.73000000,0.545000,0.164000,,1.28000,,,52.88,5485.00,0.99,1.00
719,952.00000000,1.890000,0.173000,,0.57000,,,52.88,5485.00,0.99,1.00
720,15.57120000,,,88.400,,0.259,,116.14,6199.00,1.15,1.40
721,31.69780000,,,89.580,,0.228,,116.14,6199.00,1.15,1.40
722,156.00000000,,,,,0.353,,116.14,6199.00,1.15,1.40
723,131.00000000,,,,,0.492,,116.14,6199.00,1.15,1.40
724,324.00000000,,,,,0.910,,116.14,6199.00,1.15,1.40
725,345.72000000,0.890000,0.520000,,1.42000,,,44.80,4962.00,0.78,
726,9017.76000000,7.700000,0.140000,,15.04000,,,44.80,4962.00,0.78,
727,8.13520000,0.070000,0.187000,,0.03650,,,25.87,,,
728,32.03000000,0.178000,0.050000,,0.40902,,,25.87,,,
729,431.70000000,1.010000,0.270000,,0.52670,,,25.87,,,
730,124.60000000,0.565000,0.230000,,9.18000,,,149.25,4830.00,1.54,
731,28.12500000,0.177000,0.140000,,0.42800,,,55.50,5460.00,0.93,
732,67.30000000,0.316000,0.120000,,0.78400,,,55.50,5460.00,0.93,
733,,92.000000,,,9.00000,1.500,,111.40,8840.00,1.96,1.77
734,1084.50000000,2.810000,0.130000,,6.00000,,,136.05,5000.00,2.50,8.93
735,2556.50000000,4.910000,0.590000,,11.10000,,,112.60,4985.00,2.41,8.69
736,88.90000000,0.460000,0.050000,,1.38000,,,65.96,4890.00,1.63,5.92
737,2131.80000000,3.820000,0.170000,,5.98000,,,65.96,4890.00,1.63,5.92
738,17337.50000000,20.250000,0.715000,,9.00000,,,23.98,,,
739,822.30000000,2.100000,0.070000,,2.40000,,,91.49,4850.00,1.74,5.77
740,511.09800000,1.275000,0.712400,,8.82000,,,31.33,4530.00,1.05,
741,,740.000000,,,23.00000,,,156.70,10500.00,2.50,
742,111.70000000,0.360000,0.290000,,2.10000,,,14.90,,,
743,1560.20000000,2.800000,0.160000,,5.50000,,,168.63,4670.00,1.17,7.83
744,5.05050000,0.057000,0.024000,,1.06800,,,44.46,5519.00,0.95,1.00
745,1058.80000000,2.550000,0.610000,,20.00000,,,106.50,5020.00,1.93,5.34
746,,773.000000,,,21.99870,1.051,,18.39,,,
747,,20.300000,,,30.00000,1.110,,33.63,,1.30,
748,312.00000000,0.910000,0.150000,,2.13000,,,17.24,,,
749,170000.00000000,68.000000,,,7.00000,1.200,,39.40,,1.51,
750,69000.00000000,38.000000,,,10.00000,1.200,,39.40,,1.51,
751,37000.00000000,24.000000,,,10.00000,1.200,,39.40,,1.51,
752,18000.00000000,14.500000,,,,,,39.40,,1.51,
753,19.30440000,,0.310000,,0.08495,0.343,2.60000,,5620.00,0.92,0.98
754,1.67391600,,0.240000,85.100,,0.312,,,6120.00,1.18,1.19
755,14.67728600,,0.100000,89.400,,0.178,,,4819.00,0.80,0.73
756,9.91561500,,0.100000,89.000,,0.116,,,4695.00,0.77,0.71
757,1.97419000,,0.180000,88.000,,0.170,,,3660.00,0.51,0.48
758,8.26690200,0.081000,,88.950,0.09439,0.369,,,5434.00,1.01,0.95
759,3.31392000,0.048000,0.000000,81.900,0.84000,1.440,0.35000,,6030.00,1.30,1.78
760,4.73401000,0.057300,0.180000,,0.18689,0.471,2.22000,,5474.00,1.12,1.75
761,39.93767000,0.225700,,,,0.674,,,5433.00,1.35,5.15
762,13.86375000,0.102100,0.079000,89.350,0.05254,0.231,5.20000,,5010.00,0.74,0.71
763,5.35117000,0.062100,0.000000,86.200,0.02706,0.170,6.60000,,5730.00,0.88,1.23
764,5.81760800,0.055800,0.000000,86.210,1.29000,0.930,1.97000,,5627.00,1.01,1.05
765,11.39109000,0.093090,0.000000,89.530,1.85000,0.942,2.99000,,5027.00,0.83,0.83
766,20.27303400,0.136700,0.137000,88.820,0.84000,1.115,0.82000,,5560.00,0.83,0.88
767,4.65541100,0.048000,0.060000,89.090,,0.062,,56.15,4348.35,0.69,0.67
768,1.29150500,0.019000,0.060000,88.360,,0.175,,,3842.12,0.58,0.49
769,5.44482000,0.051000,0.150000,89.490,,0.181,,,3842.12,0.58,0.49
770,50.92092000,0.245000,0.200000,89.500,,0.227,,,4726.29,0.76,0.73
771,7.72857800,0.070000,0.070000,89.400,,0.204,,,4752.80,0.76,0.68
772,8.28212000,0.080200,,,,0.208,,,5800.00,1.01,1.01
773,9.56274200,0.078000,0.140000,89.570,,0.179,,,4349.90,0.69,0.67
774,5.18575400,0.052000,0.220000,87.250,,0.814,,,4471.38,0.71,0.77
775,2.21940500,0.029000,0.210000,86.390,,0.114,,,3993.36,0.63,0.59
776,30.95676300,0.167000,0.060000,89.790,,0.236,,,4075.67,0.65,0.57
777,6.41353900,0.051000,0.080000,89.510,,0.236,,,3560.70,0.44,0.34
778,21.75026400,0.121000,0.080000,89.720,,0.194,,,3654.47,0.49,0.40
779,7.38707300,0.066000,0.060000,89.400,,0.164,,,4367.83,0.70,0.62
780,3.58816500,0.041000,0.120000,87.220,,0.773,,,4387.84,0.70,0.68
781,5.67581900,0.056000,0.230000,87.400,,0.127,,,4469.51,0.71,0.78
782,8.23949300,0.057000,0.130000,89.210,,0.093,,,3459.09,0.36,0.36
783,39.91488000,0.211400,,,,0.169,,,5698.00,0.80,0.78
784,2.49412000,0.032000,0.170000,86.530,,0.112,,,4356.47,0.70,0.74
785,0.36930380,,0.000000,85.000,0.02045,0.161,6.00000,,5200.00,0.84,0.81
786,9.17510000,,,,0.49000,1.300,,,4840.00,1.08,3.85
787,3.07120000,0.033000,,87.560,,0.117,,,3655.00,0.51,0.47
788,4.86820000,0.045000,,88.650,,0.132,,,3655.00,0.51,0.47
789,11.02340000,0.077000,,89.520,,0.180,,,3655.00,0.51,0.47
790,1.20895700,0.020000,,85.080,,0.156,,30.30,4255.00,0.66,0.65
791,3.64802000,0.042000,,87.810,,0.121,,30.30,4255.00,0.66,0.65
792,6.20141000,0.060000,,87.390,,0.187,,30.30,4255.00,0.66,0.65
793,7.97529200,,0.100000,89.300,,0.088,,,4499.00,0.74,0.66
794,17.30713700,,0.130000,89.600,,0.260,,,4499.00,0.74,0.66
795,25.57506500,,0.140000,89.400,,0.129,,,4499.00,0.74,0.66
796,0.17971500,0.005800,0.000000,89.600,0.50000,0.079,,,3492.00,0.46,0.44
797,8.36802000,0.062700,,,,0.429,,,3789.00,0.47,0.45
798,11.81040000,0.091000,,,,0.221,,,5131.00,0.72,0.68
799,7.61880000,0.066700,,87.970,,0.180,,,4742.00,0.68,0.66
800,19.07863000,0.122900,,87.830,,0.227,,,4742.00,0.68,0.66
801,17.96753000,0.119000,,,,0.199,,,4320.00,0.71,0.66
802,32.94488000,0.149100,,,,0.200,,,3503.00,0.41,0.39
803,7.91940000,0.074000,,89.470,,0.691,,,5430.00,0.93,0.86
804,11.90715000,0.097100,,87.990,,0.434,,,5430.00,0.93,0.86
805,2.50856000,0.034400,,85.830,,0.102,,,5430.00,0.93,0.86
806,9.32414000,0.073100,,88.300,,0.142,2.70000,,4043.00,0.64,0.60
807,15.50120000,0.102600,,89.080,,0.171,5.40000,,4043.00,0.64,0.60
808,0.38107800,0.008800,,,1.40000,0.223,,,3830.00,0.60,0.57
809,20.88508000,0.154200,,88.950,,0.520,,,5743.00,1.12,1.21
810,42.36342000,0.247100,,89.430,,0.723,,,5743.00,1.12,1.21
811,3.48455200,,0.270000,88.300,,0.306,,,3180.00,0.29,0.29
812,14.56650000,0.096200,,88.400,,0.238,,,3785.00,0.56,0.52
813,6.77131500,0.067020,0.251000,,0.09722,0.400,1.87000,,5248.00,0.87,0.89
814,2.26045500,0.021400,0.000000,88.900,,0.207,,,3214.00,0.26,0.29
815,3.25883210,0.042170,0.066000,86.656,0.73000,1.190,0.53000,,5358.00,0.94,0.86
816,10.05449000,0.076900,,88.800,,0.194,,,3896.00,0.60,0.56
817,24.64354000,0.139900,,89.120,,0.165,,,3896.00,0.60,0.56
818,44.55983000,0.207600,,89.380,,0.135,,,3896.00,0.60,0.56
819,4.09850300,0.048390,0.000000,86.920,0.57900,1.039,0.64000,,5425.00,0.90,0.84
820,1.25785000,0.022000,0.000000,79.900,1.77400,1.060,,,5280.00,0.91,0.78
821,8.99213000,0.080360,0.000000,,0.05191,0.458,0.67000,,5275.00,0.86,0.84
822,20.66020000,0.139900,0.000000,,0.03807,0.269,2.70000,,5275.00,0.86,0.84
823,31.71540000,0.186200,0.000000,,0.03241,0.306,1.38000,,5275.00,0.86,0.84
824,5.42486500,,0.000000,89.100,3.70000,0.450,,,3540.00,0.56,1.05
825,2.99560700,0.044190,0.000000,82.060,1.76000,1.350,0.94000,,6132.00,1.28,1.53
826,2.39984000,0.032000,,86.100,,0.125,,,4680.00,0.76,0.72
827,5.60912000,0.056400,,87.850,,0.186,,,4680.00,0.76,0.72
828,1.42266000,0.023000,,87.750,,0.118,,,4924.00,0.80,0.74
829,5.34059000,0.055500,,88.330,,0.250,,,4924.00,0.80,0.74
830,4.44117000,0.051100,,87.280,,0.144,,,5413.00,0.90,0.85
831,6.42904000,0.065400,,87.370,,0.245,,,5413.00,0.90,0.85
832,14.09189000,0.110300,,88.340,,0.244,,,5413.00,0.90,0.85
833,4.01593000,0.050600,,87.280,0.03776,0.138,17.50000,,5757.00,1.07,1.10
834,10.56103000,0.096400,,88.610,0.03115,0.216,3.60000,,5757.00,1.07,1.10
835,4.60497000,0.057400,0.152000,,0.12522,0.509,1.17000,,4912.00,1.19,2.93
836,10.00329000,0.077700,,,,0.211,,,4197.00,0.63,0.60
837,6.68796000,0.061700,,,,0.192,,,4613.00,0.70,0.64
838,3.47114000,0.037840,,,,0.368,,,3939.00,0.60,0.57
839,5.65688000,0.065100,,,,0.243,,,5912.00,1.15,1.58
840,1.72926840,0.022400,,,,0.599,,,4103.00,0.50,0.45
841,19.15410000,0.138210,,,,0.183,,,6256.00,0.96,1.29
842,31.63720000,0.177900,,,,0.169,,,5054.00,0.75,0.76
843,20.50650000,0.134400,,,,0.200,,,4899.00,0.77,0.73
844,2.77065000,0.030900,,,,0.172,,,4175.00,0.51,0.45
845,5.73594000,0.053200,,87.350,,0.170,,,3930.00,0.61,0.57
846,10.93241000,0.081800,,86.950,,0.202,,,3930.00,0.61,0.57
847,8.75290000,0.070500,,,,0.142,,,4326.00,0.61,0.55
848,3.53482000,0.048500,,,,0.990,,,6113.00,1.21,1.49
849,12.20540000,0.097500,,,,0.223,,,5269.00,0.83,0.85
850,9.78430000,0.067100,,,,0.103,,,3798.00,0.42,0.38
851,2.84925800,0.034860,,,,0.341,,,4456.00,0.70,0.63
852,9.00630000,0.074600,,,,0.187,,,4434.00,0.68,0.62
853,7.05254000,0.069200,,,,0.239,,,5413.00,0.89,0.86
854,2.53726000,0.035000,,,,0.145,,,5413.00,0.89,0.86
855,22.88270000,0.151700,,,,0.153,,,5413.00,0.89,0.86
856,20.69210000,0.135400,,,,0.215,,,5055.00,0.77,0.73
857,11.29540000,0.090500,,,,0.205,,,5055.00,0.77,0.73
858,30.94191000,0.189800,,,,0.223,,,5850.00,0.97,0.96
859,3.00265000,0.045000,0.000000,88.490,0.42600,0.683,1.70000,,5500.00,0.97,1.12
860,2.57302000,0.039200,,,,0.221,,,6293.00,1.21,1.36
861,6.67202000,0.063600,,,,0.191,,,4880.00,0.77,0.73
862,16.19660000,0.114800,,,,0.191,,,4880.00,0.77,0.73
863,20.25700000,0.162700,,,,0.287,,,6771.00,1.40,1.63
864,6.53044000,0.061900,,,,0.185,,,5312.00,0.74,0.73
865,12.64750000,0.101400,,,,0.141,,78.06,5213.00,0.87,0.84
866,5.06965000,0.060690,,,,0.222,,,5958.00,1.16,1.71
867,8.05428000,0.070800,,,,0.141,,,4746.00,0.73,0.68
868,7.06599000,0.059100,,,,0.207,,,4127.00,0.55,0.49
869,28.67992000,0.181400,,,,0.238,,,5772.00,0.97,0.96
870,13.97896000,0.111200,,,,0.258,,,5622.00,0.94,0.93
871,6.98541000,0.055900,,,,0.192,,,4006.00,0.48,0.43
872,5.57739000,0.037000,,,,0.067,,,3497.00,0.22,0.23
873,15.18710000,0.072200,,,,0.077,,,3497.00,0.22,0.23
874,7.75990000,0.046100,,,,0.065,,,3497.00,0.22,0.23
875,24.16690000,0.098000,,,,0.073,,,3497.00,0.22,0.23
876,7.49543000,0.076190,,,,0.219,,,5922.00,1.05,1.06
877,19.56660000,0.140200,,,,0.206,,,6060.00,0.96,0.98
878,7.81420000,0.081000,,,,0.238,,,5995.00,1.16,1.56
879,18.31100000,0.142900,,,,0.247,,,5995.00,1.16,1.56
880,8.19979600,,0.140000,88.700,1.90000,0.205,,,4970.00,0.80,0.76
881,10.99573000,0.098700,,,,0.329,,,5926.00,1.06,1.28
882,10.35239000,0.085600,,86.420,,0.319,,,4870.00,0.78,0.74
883,5.06416000,0.053200,,86.700,,0.215,,,4870.00,0.78,0.74
884,19.09180000,0.135000,,,,0.179,,,5441.00,0.90,0.87
885,5.60500000,0.059600,,,,0.131,,,5441.00,0.90,0.87
886,6.10224000,0.057900,,,,0.162,,,4530.00,0.70,0.63
887,2.74697000,0.030140,,,,0.111,,,3910.00,0.48,0.42
888,9.99767000,0.071310,,,,0.132,,,3910.00,0.48,0.42
889,6.42150000,0.066500,,,,0.215,,,5652.00,0.95,0.93
890,27.86000000,0.176800,,,,0.181,,,5652.00,0.95,0.93
891,0.68453300,0.012630,,,,0.090,,,4268.00,0.57,0.51
892,8.77683000,0.077000,,,,0.175,,,5482.00,0.79,0.76
893,9.72739000,0.087600,,,,0.410,,,5406.00,0.95,0.93
894,4.61220000,0.034500,,,,0.110,,,3537.00,0.26,0.26
895,1.09602600,0.014620,,,,0.055,,,3691.00,0.35,0.32
896,18.44980000,0.091000,,87.983,,0.201,,,3390.00,0.30,0.31
897,13.73110000,0.092600,,,,0.182,,,4136.00,0.56,0.49
898,2.90032000,0.032800,,,,0.091,,,4136.00,0.56,0.49
899,1.41954900,0.016400,,,,0.098,,,3622.00,0.29,0.28
900,10.13389000,0.065300,,88.770,0.03458,0.310,,,3471.00,0.36,0.40
901,8.40610000,,,,1.10000,1.310,0.02000,,4790.00,1.16,4.20
902,10.13675000,0.094300,0.000000,89.000,0.10131,0.384,2.15000,,6120.00,1.07,1.31
903,18.24900000,0.159000,0.190000,87.700,0.97000,1.290,,,5990.00,1.60,3.10
904,1.21751400,0.024660,0.009900,87.800,27.23000,1.110,24.70000,262.00,6518.00,1.32,1.46
905,4.16627390,0.052500,,88.610,0.67900,1.399,0.30800,183.00,5948.00,1.11,1.21
906,4.73652900,0.062290,0.000000,85.800,0.19500,1.370,0.09300,98.00,5370.00,1.44,2.72
907,5.03162300,0.067080,0.000000,84.470,0.95000,1.780,0.20900,360.00,6279.00,1.59,2.37
908,1.71005660,0.030050,0.000000,78.300,1.28400,1.743,0.32200,266.00,5720.00,1.24,1.52
909,3.32944100,0.046130,0.000000,88.300,0.91000,1.443,0.36000,291.00,6003.00,1.18,1.48
910,0.96899510,0.020440,0.000000,84.400,2.75000,1.415,1.20000,395.26,6236.00,1.21,1.36
911,3.08017160,0.048810,,84.870,1.31000,1.525,0.46000,210.00,7454.00,1.64,1.65
912,2.87175180,0.045500,0.000000,88.860,1.18000,1.570,0.37700,311.00,6670.00,1.52,1.91
913,4.11379120,0.054960,0.000000,88.600,1.52200,1.286,,124.22,6151.00,1.31,1.83
914,3.47410850,0.054200,,86.120,3.38200,1.741,0.80600,139.70,8720.00,1.76,1.56
915,2.70339040,0.041220,0.000000,84.230,1.47700,1.345,0.75000,178.00,6306.00,1.28,1.47
916,2.98959320,0.043170,0.000000,83.160,0.90200,1.699,0.22800,210.00,6206.00,1.20,1.60
917,7.84558210,0.080000,0.029000,88.810,0.44200,1.180,,222.00,6272.00,1.13,1.53
918,1276.00000000,2.390000,0.210000,,3.71000,,,222.00,6272.00,1.13,1.53
919,2.73477490,0.044150,0.000000,83.760,1.28000,1.533,0.44200,129.00,6789.00,1.53,1.73
920,3.24406000,0.045710,0.035000,82.650,0.86700,1.860,0.16700,236.00,5754.00,1.21,1.67
921,1.48112350,0.034620,0.000000,86.790,2.88000,1.891,0.53000,188.70,10170.00,2.52,2.36
922,0.21970000,,,,,,,,27500.00,,
923,0.32528000,,,,,,,,27500.00,,
924,0.81161000,,,,,,,,27500.00,,
925,854.08300000,,,89.861,,0.491,,,6091.00,1.01,1.01
926,1322.30000000,,,89.973,,0.616,,,6175.00,0.98,1.01
927,440.78130000,,,89.904,,0.571,,,6340.00,1.07,1.24
928,1320.10000000,,,89.799,,0.589,,,6258.00,0.98,1.52
929,840.00000000,,0.150000,,11.80000,,,,7067.00,1.63,
930,31.80990000,,,89.300,,0.366,,,6474.00,1.04,1.26
931,75.20000000,,,89.701,,0.214,,,6474.00,1.04,1.26
932,572.38470000,,,89.768,,0.410,,,6065.00,0.98,1.03
933,17.85523330,0.151000,0.720000,88.950,10.00000,1.430,,426.00,6820.00,1.45,1.63
934,86.64766100,0.382000,0.772000,89.660,1.45000,0.940,2.10000,900.00,5520.00,0.99,1.13
935,1.76358800,0.036410,0.000640,86.770,9.28000,1.512,3.60000,,7650.00,1.72,1.74
936,10.95416000,,0.055930,89.055,0.02700,0.337,0.87000,339.00,5471.00,0.96,0.88
937,22.33950000,0.155250,0.056280,86.200,0.62600,,,339.00,5471.00,0.96,0.88
938,3.90512000,0.047700,0.000000,89.800,,1.110,,800.00,5545.00,0.95,0.86
939,7.00815100,0.074000,,89.400,,0.117,,780.00,6080.00,1.20,1.20
940,8.71937500,0.089000,,89.680,,0.106,,780.00,6080.00,1.20,1.20
941,59.73667000,0.320000,,89.710,,0.256,,780.00,6080.00,1.20,1.20
942,91.93913000,0.420000,,89.790,,0.237,,780.00,6080.00,1.20,1.20
943,124.91440000,0.480000,,89.770,,0.257,,780.00,6080.00,1.20,1.20
944,210.60697000,0.710000,,89.800,,0.723,,780.00,6080.00,1.20,1.20
945,331.60059000,1.010000,,89.600,,1.008,,780.00,6080.00,1.20,1.20
946,0.24010400,0.006000,,65.000,0.00140,0.068,,1180.00,27730.00,0.50,0.20
947,0.34288700,0.007600,,65.000,0.00210,0.077,,1180.00,27730.00,0.50,0.20
948,3.74320800,0.051190,0.250000,89.300,0.03300,0.153,10.10000,,6182.00,1.28,1.52
949,10.42364800,0.101300,0.430000,88.360,0.04900,0.385,0.91000,,6182.00,1.28,1.52
950,22.34298900,0.168400,0.022000,89.871,0.33400,1.005,0.36300,,6182.00,1.28,1.52
951,54.32031000,0.304600,0.019000,89.760,0.11000,0.585,0.60000,,6182.00,1.28,1.52
952,121.54000000,0.311000,0.230000,,0.02200,,,3.92,3550.00,0.28,0.29
953,0.83749100,0.017200,,85.100,0.01450,0.132,8.00000,173.00,5627.00,0.91,1.06
954,45.29430100,,0.000000,89.590,0.05400,0.210,7.10000,173.00,5627.00,0.91,1.06
955,6.88705000,,,,0.02300,0.118,14.25000,,5825.00,1.08,1.49
956,12.81590000,,,,,0.196,,,5825.00,1.08,1.49
957,35.33310000,,,,,0.144,,,5825.00,1.08,1.49
958,120.01812720,,,,,0.425,,925.00,6453.00,1.40,1.51
959,14.30511983,,,,,0.281,,1009.00,5491.00,0.90,0.88
960,4.33642933,,,,,0.153,,425.00,6144.00,1.22,1.57
961,3.55485691,,,,,0.159,,873.00,6109.00,1.11,1.17
962,5.28789787,,,,,0.560,,1080.00,4972.00,1.11,3.39
963,6.49801525,,,,,0.134,,515.00,5782.00,1.00,1.06
964,19.76172042,,,,,0.137,,496.00,5328.00,0.78,0.74
965,5.18500207,,,,,0.128,,365.00,4587.00,0.73,0.70
966,12.43931193,,,,,0.114,,299.00,5066.00,0.81,0.78
967,11.35011917,,,,,0.194,,281.00,4027.00,0.59,0.57
968,3.48768120,0.047400,0.086000,85.820,0.16000,0.510,1.45000,,5667.00,1.17,1.56
969,6.02976000,0.068400,0.000000,84.600,0.01000,0.112,10.50000,,5667.00,1.17,1.56
970,34.26857050,,,,,0.207,,610.00,5253.00,0.86,0.82
971,5.75322197,,,,,0.256,,860.00,5416.00,0.91,0.88
972,5.50860439,,,,,0.115,,420.00,5556.00,0.95,0.91
973,18.93054959,,,,,0.192,,433.00,4954.00,0.81,0.76
974,16.57110363,,,,,0.213,,672.00,5388.00,0.88,0.84
975,16.00494214,,,,,0.317,,932.00,6769.00,1.49,1.81
976,1.95452434,,,,,0.194,,1239.00,5821.00,0.99,1.00
977,105.65513690,,,,,0.328,,1239.00,5821.00,0.99,1.00
978,7.23400469,,,,,0.178,,554.00,5473.00,0.93,0.87
979,49.10135140,,,,,0.230,,894.00,5518.00,0.91,0.88
980,1.41122985,,,,,0.130,,198.00,4433.00,0.70,0.67
981,5.28696000,,,,,0.042,,,4909.00,0.81,0.76
982,7.07142000,,,,,0.052,,,4909.00,0.81,0.76
983,10.31170000,,,,0.01200,0.105,13.27000,,4909.00,0.81,0.76
984,16.14570000,,,,0.02800,0.198,4.68000,,4909.00,0.81,0.76
985,27.45360000,,,,,0.079,,,4909.00,0.81,0.76
986,96.91514960,,,,,0.203,,446.00,5227.00,0.87,0.80
987,13.47469571,,,,,0.208,,837.00,5431.00,0.89,0.86
988,10.99469878,,,,,0.211,,455.00,4445.00,0.71,0.68
989,62.13877140,,,,,0.235,,686.00,5494.00,0.93,0.89
990,66.41621330,,,,,0.349,,1017.00,5143.00,0.81,0.78
991,37.32294930,,,,,0.177,,716.00,6089.00,1.09,1.13
