"","votes_for_A","votes_for_B","votes_for_C","gender","p_changes_vote"
"782",0,0,1,1,0.387326098297251
"783",0,0,1,1,0.243056018970241
"784",0,0,1,1,0.526769180875586
"785",0,0,1,1,0
"786",1,0,0,0,0.670299297994338
"787",0,0,1,0,0.317448226593093
"788",1,0,0,1,0.578502676070598
"789",1,0,0,0,0.82785349715186
"790",1,0,0,1,0.424397515947052
"791",1,0,0,0,0.592262417622306
"792",0,0,0,0,0
"793",0,0,0,0,0
"794",0,1,0,1,0.0458253488919954
"795",0,0,0,0,0
"796",0,1,0,0,0.0403556829954523
"797",1,0,0,0,0.43352964605041
"798",0,0,0,0,0
"799",0,1,0,0,0.0549146506045586
"800",0,0,1,1,0.0346951043534814
"801",0,0,0,0,0
"802",1,0,0,0,0.410710954286218
"803",1,0,0,0,0.40022258518298
"804",0,0,1,1,0.156471124930927
"805",1,0,0,0,0.243158103585645
"806",1,0,0,0,0.0339128359380293
"807",0,0,1,0,0.356675243587589
"808",0,0,1,1,0.588596664756943
"809",1,0,0,0,0.263125062806154
"810",0,0,0,0,0
"811",1,0,0,0,0.346740227885311
"812",0,1,0,1,0.0561237460734698
"813",0,1,0,1,0.0507941637730589
"814",0,1,0,1,0.0490658600472305
"815",0,1,0,1,0.0372290150944016
"816",0,0,1,1,0.269765649020117
"817",0,1,0,0,0.0537113134460888
"818",1,0,0,1,0.405531309758749
"819",1,0,0,0,0.408668440028684
"820",1,0,0,1,0.309076117552837
"821",0,0,1,1,0.0437050855420759
"822",1,0,0,0,0.235868221349364
"823",0,0,0,0,0
"824",0,0,0,0,0
"825",0,1,0,1,0.0317425960176546
"826",0,0,1,1,0.370556313689485
"827",0,0,1,1,0.217051007936117
"828",0,1,0,1,0.0603107758738419
"829",0,0,1,1,0.383281735397324
"830",1,0,0,0,0.736030188741041
"831",0,0,1,1,0.185708768914392
"832",1,0,0,1,0.28045332294804
"833",0,0,0,0,0
"834",1,0,0,1,0.615445723727331
"835",1,0,0,1,0.581322367634924
"836",1,0,0,1,0.0400607520005983
"837",0,1,0,1,0.0500514862561948
"838",1,0,0,1,0.687729612025035
"839",1,0,0,0,0.238771994448065
"840",0,1,0,1,0.0586014096439246
"841",0,0,0,0,0
"842",0,1,0,0,0.0462064421470562
"843",0,1,0,0,0.0214185656361359
"844",0,0,0,0,0
"845",1,0,0,0,0.228741997050352
"846",0,0,1,1,0.0663764813760923
"847",1,0,0,1,0.559422892742829
"848",0,0,1,1,0.210051288317892
"849",1,0,0,0,0.342670757958084
"850",0,0,0,0,0
"851",0,0,1,0,0.0944275814984936
"852",0,0,1,1,0.384483034419181
"853",0,0,1,0,0.373765788530902
"854",1,0,0,0,0.145878576573813
"855",0,1,0,0,0.0559229905090649
"856",1,0,0,0,0.439569243032483
"857",0,0,0,0,0
"858",0,1,0,1,0.0647832006296197
"859",0,0,1,1,0.498912305081355
"860",0,0,1,1,0.207982187256727
"861",0,0,1,0,0
"862",1,0,0,0,0.561003040695248
"863",1,0,0,0,0.342268780789518
"864",0,1,0,1,0.0472159675250574
"865",0,1,0,0,0.0568540858077665
"866",1,0,0,1,0.636000370047128
"867",0,1,0,0,0.0577076760099127
"868",0,0,0,0,0
"869",0,0,1,1,0.212161527526866
"870",1,0,0,1,0.352910954699864
"871",0,1,0,0,0.0434507065483133
"872",1,0,0,0,0.280226139635893
"873",1,0,0,0,0.373731452868504
"874",0,0,0,0,0
"875",1,0,0,0,0.236758522656491
"876",0,0,0,0,0
"877",0,0,0,0,0
"878",1,0,0,0,0.213925770211826
"879",0,1,0,1,0.0552365917369085
"880",0,0,0,0,0
"881",1,0,0,1,0.214319273826293
"882",1,0,0,0,0
"883",0,0,0,0,0
"884",1,0,0,1,0.336211299856097
"885",1,0,0,1,0.262361735486212
"886",1,0,0,1,0.306985612935167
"887",1,0,0,0,0.47589491384675
"888",1,0,0,0,0.575674921258054
"889",0,0,1,1,0.133814920439332
"890",1,0,0,1,0.575953016085772
"891",0,1,0,1,0.0393211555097068
"892",0,0,1,1,0.0634320424143644
"893",1,0,0,0,0.347606638583344
"894",1,0,0,1,0.183092303442533
"895",0,1,0,1,0.0409508981158437
"896",0,0,1,1,0.0254035540380234
"897",0,1,0,0,0.0589252788325556
"898",1,0,0,0,0.20572799248713
"899",0,0,0,0,0
"900",1,0,0,1,0.219831825621129
"901",1,0,0,0,0.00514347030788082
"902",0,0,0,0,0
"903",1,0,0,1,0
"904",0,1,0,1,0.0449277723613627
"905",0,1,0,0,0.0205816202419733
"906",1,0,0,0,0.40234137011597
"907",1,0,0,0,0.543383805066077
"908",0,0,1,1,0.222202436714723
"909",1,0,0,0,0.843325687742901
"910",0,0,1,1,0.454174904471604
"911",0,1,0,0,0.0401915022906222
"912",1,0,0,1,0.574771349780736
"913",0,0,1,0,0.386554493801026
"914",0,0,1,1,0.208469469227129
"915",1,0,0,0,0.24965366778863
"916",1,0,0,0,0.705425879238297
"917",1,0,0,1,0.184743063186439
"918",1,0,0,0,0.0985481313049866
"919",0,0,0,0,0
"920",0,0,0,0,0
"921",0,0,0,0,0
"922",1,0,0,0,0.120691359927794
"923",0,0,1,0,0.196790016265883
"924",0,0,1,0,0.185776399377204
"925",0,0,1,1,0
"926",1,0,0,1,0.523167717693201
"927",0,1,0,1,0.0418156806399155
"928",1,0,0,1,0.212611084242824
"929",0,0,0,0,0
"930",0,0,1,1,0.0143271107947696
"931",1,0,0,1,0.501843033079682
"932",0,0,0,0,0
"933",1,0,0,1,0.293399048949157
"934",0,0,0,0,0
"935",1,0,0,1,0.064393484949869
"936",1,0,0,0,0.532569275743657
"937",0,0,0,0,0
"938",1,0,0,0,0.236113254612762
"939",0,0,1,0,0.109585953136245
"940",0,1,0,1,0.0426534172359954
"941",1,0,0,0,0.213151437848173
"942",1,0,0,1,0.582538639353554
"943",0,0,0,0,0
"944",0,1,0,0,0.0589781326619677
"945",0,0,0,0,0
"946",1,0,0,0,0.000908405893500663
"947",0,0,1,0,0.0641905267882887
"948",0,1,0,0,0.0273710170214525
"949",1,0,0,1,0.468945658328944
"950",0,0,0,0,0
"951",1,0,0,0,0.3897253482718
"952",0,1,0,0,0.0549603743398689
"953",0,0,1,1,0.393234481125229
"954",0,1,0,1,0.0546479355738743
"955",0,0,1,1,0.302183560842126
"956",0,0,0,0,0
"957",0,0,0,0,0
"958",1,0,0,1,0.459801138355208
"959",1,0,0,0,0.740172593444113
"960",0,1,0,0,0.0530625986792069
"961",1,0,0,1,0.44715716788568
"962",0,1,0,1,0.0606671490680973
"963",0,0,1,1,0.228678415845997
"964",0,1,0,1,0.0695142907193334
"965",0,0,1,1,0.385829987764805
"966",0,0,0,0,0
"967",0,0,1,1,0.502799559997179
"968",1,0,0,0,0.403918853085326
"969",0,0,0,0,0
"970",0,0,1,1,0.222800845814354
"971",0,0,1,1,0.514401481961336
"972",0,0,0,0,0
"973",0,1,0,0,0.0383080828802522
"974",0,0,1,1,0.421615426778428
"975",0,0,1,0,0
"976",0,0,1,1,0.0344869563562783
"977",0,0,1,0,0.15420847049864
"978",0,0,1,0,0.308748468249762
"979",0,1,0,1,0.0604595888070809
"980",0,1,0,0,0.0444007943552857
"981",0,0,0,0,0
"982",0,0,1,1,0.327181004506159
"983",0,0,0,0,0
"984",0,1,0,1,0.0585374313597403
"985",1,0,0,1,0.217505949147855
"986",0,0,1,1,0.442590005719252
"987",0,1,0,0,0.0513198051174064
"988",0,0,0,0,0
"989",0,0,1,0,0.132993838298159
"990",1,0,0,0,0.0350408513870625
"991",1,0,0,0,0.0390091137723332
"992",1,0,0,1,0.173521350481987
"993",0,1,0,0,0.0508232236954237
"994",0,0,1,0,0.249786068502254
"995",0,1,0,0,0.0498200352820513
"996",1,0,0,1,0.305818039988434
"997",0,1,0,0,0.0644184401243536
"998",1,0,0,0,0.577204584495487
"999",0,0,1,0,0.0512934355075194
"1000",1,0,0,0,0.147504251288551
"1001",0,0,1,1,0.511162941350917
"1002",0,1,0,1,0.0441438915896511
"1003",1,0,0,1,0.30687245946791
"1004",0,0,1,1,0.0657586069085072
"1005",0,0,1,0,0
"1006",0,1,0,1,0.0442473276224011
"1007",1,0,0,0,0.326874914860469
"1008",0,0,0,0,0
"1009",0,0,1,0,0.139501263935053
"1010",0,1,0,0,0.0429076656179684
"1011",0,0,0,0,0
"1012",0,0,0,0,0
"1013",1,0,0,0,0.202494558534545
"1014",1,0,0,1,0.123015679398211
"1015",0,0,0,0,0
"1016",0,0,1,1,0
"1017",0,0,1,0,0.210895826684999
"1018",1,0,0,1,0.554789500635556
"1019",0,1,0,0,0.0681619584495403
"1020",1,0,0,0,0.487746038271801
"1021",1,0,0,0,0.42802303250883
"1022",0,1,0,0,0.0474462411386637
"1023",0,0,1,0,0.121600129894659
"1024",0,0,1,1,0.202031336970133
"1025",0,0,0,0,0
"1026",1,0,0,0,0.048250969832378
"1027",1,0,0,0,0.28472908879549
"1028",1,0,0,1,0.328087036096626
"1029",0,0,1,1,0.199877880927483
"1030",0,1,0,0,0.0563828533236024
"1031",1,0,0,0,0.0547323634123915
"1032",0,0,0,0,0
"1033",0,1,0,0,0.0364321346993029
"1034",1,0,0,1,0.431084481234218
"1035",0,1,0,0,0.0567107675172732
"1036",1,0,0,1,0.361996055634854
"1037",1,0,0,0,0.387892804543217
"1038",0,0,0,0,0
"1039",0,0,1,1,0.267309616501641
"1040",1,0,0,0,0.471912139173313
"1041",1,0,0,0,0.180879998226479
"1042",1,0,0,1,0.661729349276733
"1043",0,0,0,0,0
"1044",1,0,0,1,0.302353061533313
"1045",0,0,0,0,0
"1046",1,0,0,1,0.437268763160429
"1047",0,0,1,1,0.196972677080202
"1048",0,0,0,0,0
"1049",0,0,1,1,0.0804578844130834
"1050",1,0,0,0,0.231324944263283
"1051",0,0,1,1,0
"1052",1,0,0,1,0.0508451997763392
"1053",0,0,1,1,0.469535397136743
"1054",1,0,0,1,0
"1055",0,0,1,1,0
"1056",0,0,1,1,0.302855816111445
"1057",0,1,0,0,0.0574677173401362
"1058",0,0,1,0,0
"1059",0,0,0,0,0
"1060",0,0,0,0,0
"1061",0,0,1,1,0.142286385307547
"1062",1,0,0,1,0.479655661996088
"1063",0,1,0,1,0.0451544689384164
"1064",1,0,0,0,0.491700195652922
"1065",0,0,1,0,0.0319153499120364
"1066",1,0,0,1,0.39872119673839
"1067",0,0,0,0,0
"1068",0,1,0,0,0.0539930883655737
"1069",1,0,0,0,0.446335006478135
"1070",0,0,1,1,0.295599165789012
"1071",0,0,1,0,0.164609524481685
"1072",0,0,1,1,0.0549881916593018
"1073",0,1,0,1,0.0523906283012759
"1074",1,0,0,0,0.403138153275208
"1075",1,0,0,1,0.0441199082103506
"1076",1,0,0,0,0.450711133562106
"1077",1,0,0,0,0.476786172500164
"1078",0,0,1,1,0.301638211928618
"1079",1,0,0,1,0.205088884366892
"1080",0,0,1,0,0.213953018443018
"1081",0,0,0,0,0
"1082",0,0,0,0,0
"1083",0,0,1,0,0.230330299621499
"1084",1,0,0,0,0.601869650515961
"1085",1,0,0,1,0.484865870515193
"1086",0,0,0,0,0
"1087",1,0,0,1,0.336691367217417
"1088",1,0,0,0,0.718464018062637
"1089",0,0,1,1,0
"1090",1,0,0,1,0.446915765610914
"1091",1,0,0,0,0.112804290531893
"1092",1,0,0,1,0
"1093",1,0,0,1,0.575145655729805
"1094",0,0,0,0,0
"1095",0,0,0,0,0
"1096",0,1,0,0,0.0664764677344318
"1097",0,0,1,0,0.135822279037507
"1098",1,0,0,0,0.846674146144311
"1099",0,1,0,0,0.0358476688126869
"1100",0,0,1,0,0.448477769134881
"1101",0,0,0,0,0
"1102",0,0,0,0,0
"1103",1,0,0,1,0.291331431582019
"1104",1,0,0,0,0.736538560264192
"1105",0,0,1,1,0.337620945331656
"1106",0,0,0,0,0
"1107",1,0,0,1,0.371097523926666
"1108",0,0,1,1,0.0394630045312664
"1109",1,0,0,1,0.29853339106878
"1110",1,0,0,0,0.706470844729943
"1111",1,0,0,1,0.142089387479973
"1112",0,0,1,1,0.353393308795471
"1113",0,0,1,1,0.0888196587872579
"1114",0,0,0,0,0
"1115",1,0,0,0,0.669687656816202
"1116",0,0,1,0,0.275011117401471
"1117",0,0,0,0,0
"1118",1,0,0,0,0.526386322992221
"1119",0,0,0,0,0
"1120",1,0,0,1,0.178275039158466
"1121",0,1,0,0,0.0544133637786909
"1122",1,0,0,1,0.613149791258744
"1123",0,0,1,1,0.303823490527277
"1124",0,0,0,0,0
"1125",0,0,1,1,0.139569252996993
"1126",1,0,0,1,0.339247288337768
"1127",1,0,0,1,0.68923267210819
"1128",0,0,1,0,0.387589881060219
"1129",0,0,1,0,0.142119109221351
"1130",0,1,0,1,0.0498660704288086
"1131",0,0,0,0,0
"1132",1,0,0,1,0.557126133154502
"1133",0,0,0,0,0
"1134",0,0,1,0,0.298238276377625
"1135",0,0,0,0,0
"1136",1,0,0,0,0
"1137",0,1,0,1,0.0478971412644738
"1138",1,0,0,0,0.0714893832539735
"1139",0,0,0,0,0
"1140",0,1,0,1,0.0542607574380196
"1141",1,0,0,0,0.709830028635737
"1142",0,0,1,1,0.188191845312018
"1143",0,0,1,0,0.18281746377803
"1144",0,0,0,0,0
"1145",1,0,0,0,0.721794554765995
"1146",0,0,0,0,0
"1147",0,0,1,0,0.372135998672229
"1148",1,0,0,1,0.668925961108776
"1149",0,0,1,0,0.428426593910862
"1150",1,0,0,0,0
"1151",0,0,1,1,0.156335098550283
"1152",1,0,0,1,0.358764437160853
"1153",0,1,0,1,0.0416740108070671
"1154",1,0,0,1,0.872914581157151
"1155",0,0,0,0,0
"1156",1,0,0,1,0.745657653949876
"1157",1,0,0,0,0.524290111945719
"1158",0,0,0,0,0
"1159",1,0,0,0,0.4875876988277
"1160",1,0,0,0,0.650664163788333
"1161",0,0,0,0,0
"1162",0,1,0,1,0.0381365729800152
"1163",0,1,0,1,0.0535586475490899
"1164",0,0,0,0,0
"1165",1,0,0,1,0.369141734411332
"1166",0,0,1,1,0.557223972922781
"1167",0,0,0,0,0
"1168",1,0,0,0,0.706828140070799
"1169",0,0,1,0,0.220792934553562
"1170",0,0,0,0,0
"1171",0,0,0,0,0
"1172",0,0,1,0,0.215946440611718
"1173",1,0,0,0,0.457543857906161
"1174",0,1,0,1,0.072396935117096
"1175",0,0,0,0,0
"1176",0,1,0,0,0.0468984503791388
"1177",1,0,0,0,0.51453917256242
"1178",0,0,0,0,0
"1179",1,0,0,0,0.214173933753337
"1180",0,1,0,1,0.0342228574301554
"1181",0,0,0,0,0
"1182",0,0,1,1,0.367370807508165
"1183",1,0,0,1,0.563096451834701
"1184",0,0,0,0,0
"1185",0,0,1,1,0.141550688026396
"1186",0,0,0,0,0
"1187",0,0,0,0,0
"1188",0,1,0,0,0.0625133086705935
"1189",0,0,1,1,0.434969772507543
"1190",1,0,0,0,0.153379140414971
"1191",1,0,0,0,0.185121826718877
"1192",0,1,0,1,0.0507250977526033
"1193",0,1,0,1,0.0693762974970153
"1194",0,0,0,0,0
"1195",0,0,1,1,0.0662078708613816
"1196",0,0,0,0,0
"1197",0,0,0,0,0
"1198",1,0,0,0,0.593787467907855
"1199",1,0,0,1,0.201397270466415
"1200",0,0,1,1,0.414817276103635
"1201",1,0,0,0,0.535427150548444
"1202",1,0,0,1,0.546727462347652
"1203",0,0,0,0,0
"1204",0,0,1,1,0.229336761838024
"1205",0,0,0,0,0
"1206",0,0,0,0,0
"1207",0,0,1,1,0.0676857941036901
"1208",1,0,0,1,0.472990108398139
"1209",1,0,0,1,0.536424754442169
"1210",0,1,0,0,0.0424474630061224
"1211",1,0,0,1,0.104839810166599
"1212",0,0,1,1,0.149393469423094
"1213",1,0,0,0,0.121535041026567
"1214",0,0,0,0,0
"1215",1,0,0,1,0.161881810479083
"1216",0,1,0,0,0.0608373416081811
"1217",1,0,0,0,0.24969101452811
"1218",1,0,0,0,0.474680083960844
"1219",1,0,0,1,0.133753649101096
"1220",1,0,0,1,0.372767824718524
"1221",1,0,0,0,0.211502105615152
"1222",0,0,1,1,0.0200848178000249
"1223",1,0,0,0,0.238397168937545
"1224",1,0,0,0,0.524895889832246
"1225",0,0,1,0,0
"1226",0,1,0,1,0.0412587182627261
"1227",1,0,0,1,0.124895791959265
"1228",1,0,0,1,0.450141041376533
"1229",0,0,1,1,0.203318424907779
"1230",0,0,1,0,0.330526334165972
"1231",0,0,1,1,0.29857203377907
"1232",1,0,0,0,0.348814087557027
"1233",0,1,0,0,0.0654759377392426
"1234",0,1,0,0,0.0464534456608865
"1235",1,0,0,0,0.384967667396778
"1236",0,1,0,1,0.0537627506630568
"1237",0,0,1,1,0.151385990424942
"1238",1,0,0,1,0.263724684929648
"1239",0,0,1,1,0.311072612134084
"1240",1,0,0,1,0
"1241",1,0,0,0,0.12475943088907
"1242",0,0,0,0,0
"1243",1,0,0,1,0.0930913664302219
"1244",1,0,0,1,0.20987493057754
"1245",1,0,0,0,0.185041222904586
"1246",0,0,1,0,0.0484884156234155
"1247",0,0,1,1,0.160543590276515
"1248",0,0,0,0,0
"1249",0,0,1,1,0.277088129715902
"1250",1,0,0,1,0.0962267457804734
"1251",0,0,0,0,0
"1252",1,0,0,0,0.213624725046863
"1253",1,0,0,0,0.375970559945471
"1254",0,0,0,0,0
"1255",0,0,0,0,0
"1256",1,0,0,1,0.137831775631687
"1257",0,0,0,0,0
"1258",0,1,0,1,0.048327301036361
"1259",0,1,0,1,0.0455551427900942
"1260",0,0,1,1,0.0491452078397746
"1261",0,0,1,1,0.0757354989628634
"1262",0,0,1,1,0.422896027887207
"1263",1,0,0,0,0.526388579589668
"1264",1,0,0,1,0.292122449587241
"1265",1,0,0,1,0.260880857257894
"1266",0,0,1,1,0.093836954135439
"1267",0,0,0,0,0
"1268",0,1,0,1,0.063961856052108
"1269",0,1,0,0,0.0455771411064844
"1270",0,1,0,0,0.0361199929725425
"1271",0,1,0,1,0.0556599353057243
"1272",0,0,1,1,0.381689097530002
"1273",0,0,1,1,0.47323308054444
"1274",0,0,0,0,0
"1275",1,0,0,1,0.566829661822985
"1276",0,1,0,0,0.0522506084718935
"1277",0,1,0,1,0.0449542503662291
"1278",1,0,0,0,0.468250122589267
"1279",1,0,0,1,0.262623908574924
"1280",1,0,0,0,0.632793630117753
"1281",0,0,0,0,0
"1282",0,1,0,0,0.0449051083369312
"1283",0,1,0,0,0.0727678662745333
"1284",0,1,0,0,0.0534852363144832
"1285",0,1,0,0,0.0506645377221259
"1286",0,0,0,0,0
"1287",1,0,0,0,0.0723771645745141
"1288",1,0,0,1,0.329697919970461
"1289",1,0,0,1,0.586472376643039
"1290",0,0,1,1,0.239815374122647
"1291",1,0,0,0,0.448570803559188
"1292",1,0,0,1,0.534920251996695
"1293",1,0,0,0,0.505155250996945
"1294",1,0,0,1,0.14232116687853
"1295",1,0,0,0,0.673133453934159
"1296",1,0,0,1,0.275110234380488
"1297",1,0,0,1,0.549244199342416
"1298",0,0,0,0,0
"1299",1,0,0,0,0.260347880007733
"1300",1,0,0,1,0.608982854875238
"1301",1,0,0,0,0.160288728710202
"1302",1,0,0,1,0.346036392152126
"1303",0,0,1,1,0.0941385636072661
"1304",0,1,0,0,0.0510904896269226
"1305",0,0,0,0,0
"1306",0,0,1,0,0.0742655460323162
"1307",0,0,1,1,0.0844551160141412
"1308",0,0,0,0,0
"1309",1,0,0,1,0.193005398076635
"1310",0,0,1,1,0.270129452279736
"1311",0,1,0,1,0.0637479331014654
"1312",1,0,0,0,0.350757529678359
"1313",1,0,0,0,0
"1314",1,0,0,0,0
"1315",0,0,1,0,0.54155830872116
"1316",1,0,0,0,0.750022742589814
"1317",0,1,0,0,0.0467182861475676
"1318",0,0,0,0,0
"1319",0,0,0,0,0
"1320",0,1,0,1,0.0561737973539118
"1321",1,0,0,1,0.233326749117855
"1322",1,0,0,0,0.543088920984091
"1323",0,0,1,0,0.429104336940996
"1324",0,0,1,1,0
"1325",1,0,0,1,0
"1326",0,0,1,1,0.106045755996529
"1327",1,0,0,0,0.0854071933085082
"1328",0,0,1,1,0.354370972583421
"1329",0,1,0,0,0.0460328195264952
"1330",1,0,0,1,0.492850224446351
"1331",0,0,0,0,0
"1332",0,0,0,0,0
"1333",1,0,0,1,0.331468608254544
"1334",1,0,0,1,0.658948864052043
"1335",0,1,0,1,0.0311123347252115
"1336",1,0,0,0,0.505635475699586
"1337",0,1,0,0,0.0504882447462313
"1338",0,1,0,0,0.0503830089968219
"1339",0,0,1,1,0.274753850076575
"1340",1,0,0,0,0.56711843374295
"1341",0,0,1,1,0.237741834271153
"1342",1,0,0,0,0.333387346022632
"1343",0,0,0,0,0
"1344",1,0,0,1,0.333345427352434
"1345",0,0,0,0,0
"1346",1,0,0,1,0.249376492337234
"1347",0,1,0,0,0.0441361029592681
"1348",1,0,0,0,0.857447655137349
"1349",0,0,1,1,0
"1350",0,0,0,0,0
"1351",0,0,1,1,0.21097630044419
"1352",0,0,0,0,0
"1353",1,0,0,0,0.300588540464093
"1354",0,0,0,0,0
"1355",1,0,0,1,0.3915014775456
"1356",1,0,0,1,0.508135963306722
"1357",0,0,0,0,0
"1358",0,0,1,0,0.304387870329289
"1359",0,0,0,0,0
"1360",0,0,0,0,0
"1361",0,0,0,0,0
"1362",0,0,1,0,0.239287809797751
"1363",0,0,0,0,0
"1364",1,0,0,0,0.678294293914995
"1365",0,0,1,1,0
"1366",1,0,0,1,0.66943652853778
"1367",1,0,0,0,0.619979588040259
"1368",0,0,1,0,0.456310772541961
"1369",0,0,0,0,0
"1370",0,0,1,1,0.323793946847682
"1371",0,0,1,0,0.252447643094933
"1372",0,0,0,0,0
"1373",1,0,0,0,0.191208178360125
"1374",0,1,0,1,0.0494806512114993
"1375",0,0,0,0,0
"1376",1,0,0,0,0.0912341175519836
"1377",1,0,0,1,0.149715022013839
"1378",0,0,0,0,0
"1379",0,0,1,0,0.042324117206851
"1380",0,0,1,1,0
"1381",0,1,0,1,0.0447055470028323
"1382",1,0,0,1,0.318563353750286
"1383",1,0,0,1,0.483131820051756
"1384",0,0,1,1,0.110846285156524
"1385",0,0,1,1,0.408210140171916
"1386",0,0,0,0,0
"1387",0,0,1,0,0.325946423845194
"1388",1,0,0,0,0.578544887682308
"1389",1,0,0,0,0.18646791775343
"1390",1,0,0,0,0.23815383042843
"1391",0,0,1,1,0.134408190260601
"1392",0,0,1,0,0.144940646905199
"1393",1,0,0,1,0.241436241604627
"1394",0,1,0,0,0.0362928455803359
"1395",1,0,0,1,0.609023787376491
"1396",0,0,1,1,0.164089939398852
"1397",0,0,1,1,0.191932282989281
"1398",1,0,0,1,0.571128119214322
"1399",1,0,0,1,0.332056537999053
"1400",1,0,0,1,0.291099379967121
"1401",0,0,1,0,0.325281499823402
"1402",1,0,0,0,0.474851666208706
"1403",0,0,1,0,0.417914300241703
"1404",0,0,1,0,0.283881835055276
"1405",0,0,0,0,0
"1406",0,1,0,0,0.0503045064886806
"1407",0,0,0,0,0
"1408",0,1,0,1,0.0562667737445045
"1409",0,1,0,0,0.0598124700883558
"1410",0,0,1,1,0
"1411",0,0,1,0,0.36676367602961
"1412",1,0,0,0,0.25735641170574
"1413",1,0,0,1,0.490042907183822
"1414",1,0,0,1,0.473969358316025
"1415",1,0,0,0,0.403085947135368
"1416",1,0,0,0,0.0729948639323912
"1417",0,1,0,0,0.0561176679417887
"1418",0,1,0,0,0.072845086241887
"1419",0,1,0,1,0.0627195740700545
"1420",1,0,0,0,0.142230759394749
"1421",0,0,0,0,0
"1422",1,0,0,0,0.487507000960218
"1423",0,0,1,1,0.0548652467339119
"1424",0,0,1,0,0.403831850758299
"1425",1,0,0,1,0
"1426",1,0,0,1,0.190048080097978
"1427",0,0,0,0,0
"1428",0,0,1,0,0.308224319410915
"1429",1,0,0,0,0.445176502867825
"1430",0,0,1,1,0
"1431",0,0,0,0,0
"1432",0,0,0,0,0
"1433",0,0,0,0,0
"1434",1,0,0,1,0.200853686802393
"1435",1,0,0,0,0.483553343374555
"1436",0,0,0,0,0
"1437",0,1,0,0,0.0507305598550252
"1438",0,1,0,1,0.0443347676630486
"1439",1,0,0,1,0.419757865066965
"1440",0,1,0,0,0.073327182857231
"1441",0,0,1,1,0.282363551012002
"1442",0,0,1,1,0.31760831843091
"1443",1,0,0,0,0.0562504919776174
"1444",0,0,1,0,0.234276796292297
"1445",0,1,0,1,0.0368994529176071
"1446",0,0,0,0,0
"1447",0,0,0,0,0
"1448",0,0,0,0,0
"1449",1,0,0,0,0.138262582887265
"1450",1,0,0,0,0.125621758905682
"1451",0,0,0,0,0
"1452",0,0,0,0,0
"1453",1,0,0,1,0.640079970662613
"1454",0,0,0,0,0
"1455",1,0,0,0,0.654083332164773
"1456",1,0,0,1,0.510057934516624
"1457",0,0,0,0,0
"1458",0,1,0,0,0.0607191584195452
"1459",0,0,1,1,0
"1460",0,0,1,1,0.177088465624611
"1461",1,0,0,0,0.576687297907536
"1462",1,0,0,1,0.318280885768928
"1463",1,0,0,0,0.62671419789078
"1464",0,0,1,1,0.208726296622745
"1465",1,0,0,1,0.21119827186812
"1466",0,0,0,0,0
"1467",1,0,0,0,0.329782252906933
"1468",0,1,0,1,0.0337452795573244
"1469",0,0,1,1,0
"1470",1,0,0,0,0.169132316019579
"1471",1,0,0,0,0.131749857969057
"1472",0,1,0,0,0.0512461581476709
"1473",0,0,0,0,0
"1474",0,1,0,1,0.0653103296322818
"1475",0,0,0,0,0
"1476",1,0,0,1,0.374587503955673
"1477",0,0,0,0,0
"1478",0,0,1,0,0.209069317737908
"1479",0,0,1,1,0.154104760510064
"1480",0,0,1,1,0.175400516079155
"1481",1,0,0,1,0.244398305397738
"1482",1,0,0,0,0.282871262465794
"1483",0,0,0,0,0
"1484",0,0,1,1,0.26144748171739
"1485",0,0,1,0,0.17536455988065
"1486",1,0,0,0,0.275707067637892
"1487",0,0,1,1,0.186338090395683
"1488",0,1,0,0,0.0588833833140579
"1489",0,0,1,1,0.50259380542763
"1490",0,0,1,0,0.158751868768399
"1491",1,0,0,0,0.270801398447532
"1492",0,0,0,0,0
"1493",1,0,0,1,0.199500668938825
"1494",0,0,0,0,0
"1495",1,0,0,0,0.15568232575505
"1496",0,0,1,0,0.201431435794066
"1497",0,1,0,0,0.0615782523556656
"1498",0,0,0,0,0
"1499",0,0,1,1,0.433698619494337
"1500",0,0,0,0,0
"1501",1,0,0,0,0
"1502",0,0,1,0,0.303035328911769
"1503",0,0,0,0,0
"1504",0,1,0,0,0.055699734984819
"1505",1,0,0,0,0.571583173385018
"1506",0,0,0,0,0
"1507",1,0,0,0,0
"1508",1,0,0,1,0.219172360475564
"1509",1,0,0,0,0.513125942838973
"1510",0,0,1,1,0.277417136271849
"1511",1,0,0,1,0.676298638612212
"1512",0,0,1,1,0.378717318688824
"1513",1,0,0,1,0.190842692510254
"1514",0,0,1,1,0.296862786470166
"1515",0,1,0,0,0.0603918376044057
"1516",1,0,0,1,0.515682437202135
"1517",1,0,0,1,0.473335769274289
"1518",0,0,0,0,0
"1519",1,0,0,0,0.211422647233807
"1520",0,0,0,0,0
"1521",0,0,1,1,0.0746504883238064
"1522",0,0,0,0,0
"1523",0,0,0,0,0
"1524",0,1,0,1,0.0636361926779314
"1525",1,0,0,0,0.211035426458681
"1526",0,0,1,1,0
"1527",0,0,0,0,0
"1528",0,0,1,0,0.214679903897288
"1529",0,0,1,1,0.158307854516539
"1530",1,0,0,1,0.401260641528422
"1531",0,0,0,0,0
"1532",0,0,1,1,0.374643684727155
"1533",0,0,1,1,0.351602526481201
"1534",1,0,0,0,0.543545586455126
"1535",1,0,0,0,0.31961215330862
"1536",0,0,1,1,0.373481503565411
"1537",1,0,0,0,0.738118259171322
"1538",1,0,0,0,0.216447583273161
